,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4833,Mercedes-Benz,Mumbai,2005,131000.0,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0
4834,Mahindra,Delhi,2011,65000.0,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.0
4835,Nissan,Hyderabad,2012,117777.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75
4836,Maruti,Bangalore,2009,65000.0,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.1
4837,Hyundai,Kochi,2017,46897.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.61
4838,Honda,Coimbatore,2015,36695.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.29
4839,Nissan,Kolkata,2011,43000.0,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.13
4840,Maruti,Mumbai,2008,54000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1
4841,BMW,Hyderabad,2011,89000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95
4842,Volkswagen,Mumbai,2014,7000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35
4843,Maruti,Hyderabad,2014,58470.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.9
4844,Maruti,Kolkata,2014,37000.0,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8
4845,Maruti,Mumbai,2016,29000.0,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8.75
4846,Audi,Hyderabad,2013,52000.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,19.5
4847,Honda,Kolkata,2013,32807.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.75
4848,Mahindra,Hyderabad,2013,86000.0,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,8.0
4849,Honda,Delhi,2014,66500.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7
4850,BMW,Ahmedabad,2012,94000.0,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12.5
4851,Chevrolet,Chennai,2011,29000.0,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.75
4852,Ford,Chennai,2010,107389.0,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.9
4853,Maruti,Ahmedabad,2015,36100.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.5
4854,Mercedes-Benz,Mumbai,2015,16329.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,30.3
4855,Skoda,Hyderabad,2014,36000.0,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,16.0
4856,BMW,Kochi,2017,41816.0,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.78
4857,Hyundai,Jaipur,2015,54680.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
4858,Audi,Hyderabad,2017,14000.0,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,43.0
4859,Ford,Kochi,2017,23977.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.38
4860,Maruti,Hyderabad,2013,30131.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65
4861,Maruti,Hyderabad,2017,2530.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3
4862,Mercedes-Benz,Hyderabad,2015,39000.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,34.0
4863,Hyundai,Chennai,2001,140000.0,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,0.7
4864,Hyundai,Kochi,2017,32257.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.83
4865,Honda,Kochi,2016,46983.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77
4866,Maruti,Chennai,2008,107000.0,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1
4867,Volkswagen,Mumbai,2017,19000.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.95
4868,Audi,Bangalore,2013,88000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,16.25
4869,Land,Coimbatore,2012,84384.0,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,5.5
4870,Mahindra,Chennai,2011,128000.0,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4
4871,Ford,Bangalore,2011,71000.0,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.95
4872,Tata,Kolkata,2008,50000.0,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85
4873,Maruti,Chennai,2016,16000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95
4874,Hyundai,Kolkata,2017,82000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.45
4875,Honda,Delhi,2008,80000.0,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75
4876,Hyundai,Delhi,2015,36000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95
4877,Tata,Coimbatore,2018,17477.0,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62
4878,Hyundai,Coimbatore,2016,16725.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79
4879,Maruti,Mumbai,2014,48241.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5
4880,Maruti,Kochi,2014,52431.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01
4881,Hyundai,Bangalore,2012,68000.0,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4
4882,Toyota,Hyderabad,2012,158000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.49
4883,Hyundai,Coimbatore,2014,31446.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66
4884,Hyundai,Chennai,2015,25000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5
4885,Hyundai,Ahmedabad,2016,57000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0
4886,Hyundai,Hyderabad,2007,76000.0,Petrol,Automatic,First,17.0,1086.0,97.7,5.0,2.4
4887,Maruti,Kochi,2018,57078.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19
4888,Honda,Kochi,2016,47471.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25
4889,Mercedes-Benz,Hyderabad,2014,50000.0,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,5.5
4890,Hyundai,Ahmedabad,2010,62000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7
4891,Hyundai,Coimbatore,2013,65807.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39
4892,Maruti,Hyderabad,2014,81768.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.69
4893,BMW,Kochi,2018,9952.0,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,5.5
4894,Maruti,Hyderabad,2017,24000.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4
4895,Chevrolet,Hyderabad,2012,72921.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5
4896,Honda,Pune,2012,59000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
4897,Ford,Mumbai,2014,33000.0,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25
4898,Maruti,Pune,2016,36789.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
4899,Mercedes-Benz,Jaipur,2014,41000.0,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,18.5
4900,Hyundai,Hyderabad,2007,71000.0,Petrol,Automatic,First,17.0,1086.0,97.7,5.0,2.4
4901,Honda,Jaipur,2015,46650.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25
4902,Maruti,Mumbai,2018,3000.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85
4903,Hyundai,Coimbatore,2014,14799.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14
4904,Toyota,Mumbai,2011,44000.0,Electric,Automatic,First,18.19,1798.0,73.0,5.0,12.75
4905,Hyundai,Hyderabad,2015,68525.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0
4906,Ford,Hyderabad,2018,15000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0
4907,Honda,Ahmedabad,2017,29000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0
4908,Maruti,Kochi,2012,77407.0,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53
4909,Chevrolet,Jaipur,2007,118000.0,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35
4910,Volkswagen,Delhi,2013,75000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5
4911,Honda,Pune,2012,69000.0,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9
4912,Hyundai,Kochi,2016,52553.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26
4913,Hyundai,Mumbai,2014,58000.0,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99
4914,Mercedes-Benz,Mumbai,2017,24000.0,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,5.5
4915,Ford,Hyderabad,2015,65542.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8
4916,Volkswagen,Ahmedabad,2013,68008.0,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75
4917,Mahindra,Coimbatore,2017,22251.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75
4918,Ford,Chennai,2013,55000.0,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2
4919,Hyundai,Kochi,2017,19387.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42
4920,Maruti,Pune,2014,58000.0,CNG,Manual,First,37.24,998.0,58.16,5.0,3.0
4921,Hyundai,Mumbai,2016,24001.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
4922,Audi,Kolkata,2008,17000.0,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75
4923,Nissan,Delhi,2015,28500.0,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5
4924,Mercedes-Benz,Jaipur,2014,66000.0,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0
4925,Land,Delhi,2017,22000.0,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0
4926,Hyundai,Coimbatore,2018,44383.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25
4927,Skoda,Mumbai,2013,45000.0,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65
4928,Maruti,Jaipur,2015,58000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
4929,Hyundai,Delhi,2016,69000.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7
4930,Hyundai,Coimbatore,2017,60993.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21
4931,Mahindra,Pune,2016,67000.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3
4932,Hyundai,Kochi,2014,51134.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72
4933,BMW,Chennai,2011,55000.0,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0
4934,Maruti,Coimbatore,2018,25082.0,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37
4935,Toyota,Delhi,2012,68350.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0
4936,Audi,Hyderabad,2015,50000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,36.0
4937,Honda,Pune,2015,97000.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4
4938,Audi,Coimbatore,2015,56238.0,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,5.5
4939,Mahindra,Jaipur,2014,72618.0,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0
4940,Chevrolet,Hyderabad,2012,62005.0,Diesel,Manual,First,18.3,1991.0,147.9,5.0,9.8
4941,Chevrolet,Hyderabad,2012,61250.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7
4942,Audi,Coimbatore,2014,28469.0,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,24.37
4943,Skoda,Kochi,2018,21488.0,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.72
4944,Maruti,Pune,2014,197000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.0
4945,Toyota,Pune,2009,138205.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.5
4946,Maruti,Jaipur,2012,160000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.9
4947,Honda,Coimbatore,2012,67590.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.65
4948,Mercedes-Benz,Mumbai,2012,52000.0,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,29.95
4949,Maruti,Bangalore,2008,100000.0,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.0
4950,Ford,Kolkata,2017,60048.0,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6.0
4951,Hyundai,Mumbai,2009,48000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.11
4952,Fiat,Kolkata,2010,47000.0,Petrol,Manual,First,14.6,1493.0,97.7,5.0,1.49
4953,Maruti,Jaipur,2011,100000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
4954,Toyota,Coimbatore,2013,62601.0,Diesel,Manual,First,23.59,1364.0,97.7,5.0,4.67
4955,Maruti,Bangalore,2006,80010.0,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.85
4956,Mercedes-Benz,Coimbatore,2017,26493.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,33.64
4957,Tata,Hyderabad,2011,96000.0,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91
4958,Maruti,Jaipur,2014,45700.0,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.42
4959,Skoda,Kolkata,2005,13000.0,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25
4960,Volkswagen,Kolkata,2013,38000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8
4961,Maruti,Coimbatore,2019,8018.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3
4962,Mahindra,Bangalore,2010,144400.0,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,5.25
4963,Maruti,Jaipur,2010,152000.0,Diesel,Manual,First,17.8,1248.0,75.0,5.0,2.9
4964,BMW,Pune,2013,71000.0,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,15.0
4965,Tata,Jaipur,2012,80000.0,Petrol,Manual,Second,25.4,624.0,37.5,4.0,0.53
4966,Toyota,Mumbai,2014,87143.0,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
4967,Honda,Mumbai,2012,25000.0,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.75
4968,Tata,Pune,2018,2000.0,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,5.0
4969,Mahindra,Kochi,2014,45239.0,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.09
4970,BMW,Hyderabad,2011,101999.0,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,19.99
4971,Toyota,Mumbai,2014,74219.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,10.75
4972,Honda,Mumbai,2016,25000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.45
4973,Hyundai,Hyderabad,2008,109606.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.9
4974,Maruti,Kolkata,2015,36000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.7
4975,Maruti,Coimbatore,2016,41810.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.11
4976,Ford,Jaipur,2014,93321.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
4977,Maruti,Hyderabad,2011,81000.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2
4978,Honda,Kochi,2019,25717.0,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,8.86
4979,Mahindra,Delhi,2015,37000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.3
4980,Mahindra,Coimbatore,2017,56380.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.57
4981,Honda,Chennai,2017,8000.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,7.9
4982,Maruti,Kochi,2018,14589.0,Petrol,Manual,First,16.1,1298.0,88.2,5.0,5.65
4983,Volkswagen,Delhi,2013,65088.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.25
4984,Hyundai,Coimbatore,2019,24864.0,Diesel,Manual,First,20.5,1582.0,126.2,5.0,16.27
4985,Chevrolet,Coimbatore,2011,64831.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,3.21
4986,Honda,Kolkata,2013,38001.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.9
4987,Mercedes-Benz,Mumbai,2008,77000.0,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,6.5
4988,BMW,Hyderabad,2016,27000.0,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,5.5
4989,Audi,Mumbai,2016,39000.0,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,18.9
4990,Maruti,Pune,2015,131000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.6
4991,Maruti,Kolkata,2015,43000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5
4992,Toyota,Pune,2011,68000.0,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,7.0
4993,BMW,Bangalore,2016,45165.0,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,41.75
4994,BMW,Hyderabad,2007,120000.0,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,10.5
4995,Mahindra,Coimbatore,2014,86091.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.09
4996,Honda,Delhi,2009,71499.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.0
4997,Force,Chennai,2014,50000.0,Diesel,Manual,First,17.0,2200.0,139.01,7.0,12.0
4998,Volkswagen,Jaipur,2015,66000.0,Diesel,Manual,First,20.14,1498.0,88.0,5.0,4.91
4999,Honda,Kolkata,2010,45000.0,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.0
5000,Toyota,Hyderabad,2015,69189.0,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.3
5001,Nissan,Mumbai,2014,40206.0,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.22
5002,BMW,Kochi,2017,36723.0,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.57
5003,Hyundai,Mumbai,2010,57500.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75
5004,Maruti,Kochi,2018,43912.0,CNG,Manual,First,21.14,1196.0,73.0,5.0,4.33
5005,Ford,Hyderabad,2011,52000.0,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.75
5006,Honda,Kochi,2014,60952.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.91
5007,Maruti,Chennai,2013,87192.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.35
5008,Hyundai,Delhi,2014,58000.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.25
5009,Audi,Pune,2017,59500.0,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,5.5
5010,Volkswagen,Mumbai,2016,16650.0,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5
5011,Honda,Kochi,2018,34696.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.08
5012,Maruti,Kochi,2018,42243.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.48
5013,Hyundai,Jaipur,2016,57824.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
5014,Maruti,Jaipur,2011,110000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.5
5015,Maruti,Delhi,2006,63000.0,Petrol,Manual,First,16.1,1493.0,97.7,5.0,1.6
5016,Land,Delhi,2013,72000.0,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,15.5
5017,Toyota,Hyderabad,2013,63455.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,19.0
5018,Honda,Hyderabad,2017,17151.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.4
5019,Maruti,Pune,2016,31001.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.25
5020,Maruti,Kolkata,2014,42109.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25
5021,Skoda,Delhi,2015,55000.0,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,5.7
5022,Land,Hyderabad,2013,46000.0,Diesel,Automatic,Second,0.0,2179.0,115.0,5.0,26.0
5023,Maruti,Hyderabad,2013,30852.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.49
5024,Volkswagen,Pune,2011,65000.0,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.0
5025,Honda,Delhi,2015,65000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.95
5026,Maruti,Delhi,2013,72000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.69
5027,Audi,Bangalore,2014,29000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,26.0
5028,Honda,Kolkata,2015,32000.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.5
5029,Ford,Chennai,2016,29875.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.85
5030,Maruti,Kochi,2018,32539.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39
5031,Renault,Hyderabad,2015,83090.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.99
5032,Hyundai,Hyderabad,2016,62679.0,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.95
5033,Mahindra,Mumbai,2010,93000.0,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1.5
5034,Honda,Mumbai,2006,44000.0,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55
5035,Ford,Bangalore,2010,78400.0,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75
5036,Renault,Mumbai,2014,71300.0,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.25
5037,Hyundai,Kolkata,2015,18000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85
5038,Land,Coimbatore,2019,24013.0,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,5.5
5039,Audi,Ahmedabad,2009,99100.0,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,10.0
5040,Maruti,Mumbai,2003,62000.0,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1.25
5041,Maruti,Kolkata,2017,14000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
5042,Audi,Coimbatore,2015,44811.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.81
5043,Volkswagen,Ahmedabad,2014,44000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.3
5044,Toyota,Chennai,2010,136000.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
5045,Toyota,Jaipur,2010,144113.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75
5046,Honda,Coimbatore,2012,94989.0,Petrol,Manual,First,12.8,2354.0,177.6,5.0,6.58
5047,Maruti,Chennai,2012,58133.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8
5048,Skoda,Pune,2008,61000.0,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.65
5049,Jeep,Kolkata,2017,27000.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,15.0
5050,Tata,Ahmedabad,2014,18050.0,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
5051,Ford,Hyderabad,2007,145277.0,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.65
5052,Maruti,Ahmedabad,2015,42000.0,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
5053,Toyota,Delhi,2011,86000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5
5054,Maruti,Ahmedabad,2015,42150.0,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
5055,Hyundai,Pune,2015,30158.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.05
5056,Ford,Bangalore,2011,47000.0,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,6.0
5057,Volkswagen,Ahmedabad,2013,39000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.75
5058,Volkswagen,Coimbatore,2016,32125.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.17
5059,Maruti,Coimbatore,2017,58829.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.05
5060,Honda,Coimbatore,2013,67559.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.05
5061,Maruti,Pune,2013,55000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
5062,Maruti,Kolkata,2018,30000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.75
5063,Hyundai,Mumbai,2016,28000.0,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.85
5064,Ford,Kochi,2016,31826.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.24
5065,Maruti,Hyderabad,2016,64000.0,Diesel,Manual,First,17.8,1248.0,97.7,5.0,5.99
5066,Honda,Jaipur,2008,100009.0,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,6.5
5067,Land,Coimbatore,2019,17201.0,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,5.5
5068,Mahindra,Delhi,2014,74345.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.0
5069,Volkswagen,Kochi,2015,58134.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.64
5070,Hyundai,Kochi,2010,30566.0,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.32
5071,Hyundai,Chennai,2012,55231.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.78
5072,Chevrolet,Kochi,2016,67774.0,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,8.95
5073,Mercedes-Benz,Mumbai,2013,50319.0,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,21.95
5074,Hyundai,Ahmedabad,2013,45000.0,Petrol,Manual,First,11.7,2359.0,134.0,5.0,7.9
5075,Mercedes-Benz,Kolkata,2007,43627.0,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,29.0
5076,Volkswagen,Kolkata,2013,45000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25
5077,Honda,Mumbai,2014,10500.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.9
5078,Maruti,Coimbatore,2017,21789.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.88
5079,Hyundai,Coimbatore,2019,21134.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.78
5080,Tata,Kolkata,2011,90000.0,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,2.75
5081,Nissan,Kochi,2014,51553.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,5.98
5082,BMW,Delhi,2011,31000.0,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,31.0
5083,Toyota,Delhi,2011,67422.0,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,3.55
5084,Hyundai,Kochi,2015,60519.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.24
5085,Maruti,Kolkata,2009,34000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.19
5086,Maruti,Hyderabad,2013,68434.0,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.5
5087,Maruti,Pune,2014,17000.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.1
